시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어),최종작성일
낙동강하구탐방체험장,,문화관광/명소,관광지,N,부산광역시,사하구,하단동,,1211-1 번지,낙동남로,1240-10 번,35.08856063,128.943677,49436,부산광역시 사하구 낙동남로 1240-10,부산광역시 사하구 하단동 1211-1,051-209-2063,정보없음,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",09:00-18:00(입장시간 09:00-17:00),N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
낙동문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,북구,덕천동,,434 번지,금곡대로46번길,50 번,35.21343923,129.005752,46547,부산광역시 북구 금곡대로46번길 50,부산광역시 북구 덕천동 434,051-362-8718,nakdong.kccf.or.kr/home/main/intro.php?menuinfo_code=change,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,N,Y,N,Y,Y,N,N,N,N,2022-11-25
남부창의마루,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,남구,대연동,,1788-2 번지,진남로,120-5 번,35.13939908,129.081156,48449,부산광역시 남구 진남로 120-5,부산광역시 남구 대연동 1788-2,051-631-2021,home.pen.go.kr/ncm/main.do,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일","월,화,수,목 9:00-18:00,금 8:00-17:00",N,N,Y,N,N,Y,Y,N,Y,N,N,2022-11-25
남산문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,금정구,남산동,,51-27 번지,중앙대로,2086 번,35.27043113,129.093074,46214,부산광역시 금정구 중앙대로 2086,부산광역시 금정구 남산동 51-27,,정보없음,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일","요가 화목 19:00-21:00,라인댄스 월수 19:30-21:30,민요 금 14:00-16:00",N,N,N,N,N,N,N,N,N,N,N,2022-11-25
낭만요트,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,,정보없음,정보없음,정보없음,정보없음,연중무휴,13:00-23:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
노을정휴게소,,문화관광/명소,관광지,유명관광지,부산광역시,사하구,다대동,,1546 번지,다대로,741 번,35.04960545,128.960636,49500,부산광역시 사하구 다대로 741,부산광역시 사하구 다대동 1546,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
녹산고향동산기념관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,강서구,범방동,,1998 번지,범방4로,136 번,35.15464434,128.886477,46727,부산광역시 강서구 범방4로 136,부산광역시 강서구 범방동 1998,051-971-6520,정보없음,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",09:00-17:00,Y,N,N,N,N,N,N,N,Y,N,N,2022-11-25
누리마루,,전시/공연,전시/기념관,컨벤션센터,부산광역시,해운대구,우동,,714-1 번지,동백로,116 번,35.15234205,129.151362,48100,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 714-1,051-743-1974,www.busan.go.kr/nurimaru/,blog.naver.com/nurimarumarketing,정보없음,정보없음,"매월 첫째주 월요일,  만약에 월요일 공휴일이면 개관","월-일 09:00-18:00, 1시간 전 입장 마감",N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
뉴코아아울렛문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사하구,괴정동,,961-1 번지,사하로,190 번,35.09897498,128.994054,49356,부산광역시 사하구 사하로 190,부산광역시 사하구 괴정동 961-1,02-323-0456,www.elandretail.com/culture/culture02.do,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,Y,Y,N,Y,Y,N,N,N,N,2022-11-25
다대포민속예술관,,전시/공연,영화/연극/공연,대형예술센터,부산광역시,사하구,다대동,,680-24 번지,다대동로,12 번,35.05469974,128.971751,49522,부산광역시 사하구 다대동로 12,부산광역시 사하구 다대동 680-24,051-263-0757,www.busandabom.net/index.nm?menuCd=192,정보없음,정보없음,정보없음,정보없음,"09:00-17:00, 매월 첫주 토,셋째주 일 09:30-12:30",Y,N,N,N,N,N,N,N,N,N,N,2022-11-25
다대포해수욕장,,문화관광/명소,관광지,해수욕장,부산광역시,사하구,다대동,,,,,35.06027822,128.967656,,,부산광역시 사하구 다대동,051-220-5895,https://tinyurl.com/yc4k7ycz,정보없음,정보없음,정보없음,상시변동,정보없음,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,2022-11-25
다사랑복합문화예술회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,부산진구,가야동,,449 번지,대학로,60 번,35.15044055,129.034459,47336,부산광역시 부산진구 대학로 60,부산광역시 부산진구 가야동 449,051-891-1744,www.xn--9i1b2b12rnnlbwc3yf.org/,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,N,N,Y,N,Y,Y,N,N,Y,Y,2022-11-25
닥밭골문화나눔터,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,서구,동대신2동,,80-1 번지,보동길,294-24 번,35.11402728,129.023704,49215,부산광역시 서구 보동길 294-24,부산광역시 서구 동대신동2가 80-1,051-240-6421,정보없음,정보없음,정보없음,정보없음,연중무휴,상시개방,Y,N,N,N,N,N,N,N,Y,N,N,2022-11-25
닥터골프,,레저/체육/공원,대형체육시설,N,부산광역시,금정구,구서동,,85-9 번지,중앙대로,1829 번,35.24766642,129.091962,46273,부산광역시 금정구 중앙대로 1829,부산광역시 금정구 구서동 85-9,051-744-4200,drfit24-golf.com/36,blog.naver.com/dgdrgolf,정보없음,www.instagram.com/drgolf_official/,정보없음,매일 06:00-23:00,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,2022-11-25
달맞이동산지구,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,해운대구,중동,,산 42-25 번지,달맞이길,184 번,35.15709268,129.182126,48116,부산광역시 해운대구 달맞이길 184,부산광역시 해운대구 중동 산 42-25,051-749-5717,정보없음,정보없음,정보없음,정보없음,연중무휴,상시개방,N,Y,N,Y,N,N,Y,Y,Y,Y,N,2022-11-25
대연수목전시원,,문화관광/명소,관광지,식물원,부산광역시,남구,대연동,,713 번지,신선로447번길,24 번,35.12544718,129.098539,48529,부산광역시 남구 신선로447번길 24,부산광역시 남구 대연동 713,051-888-6870,정보없음,정보없음,정보없음,정보없음,연중무휴, 24시간,N,N,N,Y,N,Y,N,N,Y,N,N,2022-11-25
대청큰마루터기상전시관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,중구,대청동,,9-305 번지,복병산길32번길,5-11 번,35.10479588,129.032236,48926,부산광역시 중구 복병산길32번길 5-11,부산광역시 중구 대청동1가 9-305,051-718-0229,정보없음,정보없음,정보없음,정보없음,공휴일,주 2회(화·목)10:00-16:00 (사전예약),Y,N,N,N,N,N,N,N,Y,N,N,2022-11-25
더베이101요트투어,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,747-7 번지,동백로,52 번,35.15658369,129.152069,48100,부산광역시 해운대구 동백로 52,부산광역시 해운대구 우동 747-7,1833-4212,www.thebay101yacht.com/,정보없음,정보없음,정보없음,연중무휴,11:00-22:00,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,2022-11-25
더스윙블랙,명지국제신도시점,레저/체육/공원,대형체육시설,N,부산광역시,강서구,명지동,,3603-7 번지,명지국제2로28번길,34 번,35.09284554,128.908859,46726,부산광역시 강서구 명지국제2로28번길 34,부산광역시 강서구 명지동 3603-7,051-207-4643,www.the-swing.co.kr/V2Design/index.html,blog.naver.com/tnqhr6462,정보없음,정보없음,"매달 3번째 토요일, 명절당일","주중 07:00-22:00, 일 09:00-21:00",Y,N,Y,N,N,N,Y,N,N,N,N,2022-11-25
도경마린,,레저/체육/공원,대형레저시설,요트장,부산광역시,기장군,장안읍,장안리,343-2 번지,장안로,296-24 번,35.36559715,129.249165,46028,부산광역시 기장군 장안읍 장안로 296-24,부산광역시 기장군 장안읍 장안리 343-2,,www.dokyungmarine.com/,정보없음,정보없음,정보없음,연중무휴,00:00-24:00,N,N,Y,N,N,N,N,N,N,N,N,2022-11-25
독도체험관(2023년12월예정),,전시/공연,전시/기념관,기타전시/박물관,부산광역시,사하구,감천동,,10-2 번지,옥천로,130 번,35.09686103,129.01109,49368,부산광역시 사하구 옥천로 130,부산광역시 사하구 감천동 10-2,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
동래문화회관,,전시/공연,영화/연극/공연,대형예술센터,부산광역시,동래구,명륜동,,137 번지,문화로,80 번,35.21195069,129.090546,47746,부산광역시 동래구 문화로 80,부산광역시 동래구 명륜동 137,051-550-6611,www.dongnae.go.kr/culture/index.dongnae,정보없음,www.facebook.com/dongnaegu,정보없음,정보없음,10시-18시,N,Y,N,Y,N,Y,Y,Y,N,N,N,2022-11-25
동래읍성역사관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동래구,복천동,,16-5 번지,복천로,63 번,35.20877819,129.091172,47800,부산광역시 동래구 복천로 63,부산광역시 동래구 복천동 16-5,051-550-0346,museum.busan.go.kr/bokcheon/index,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",평일 및 일요일 : 09:00-18:00,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
동래읍성임진왜란역사관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동래구,수안동,,552 번지,충렬대로,225 번,35.20212912,129.08435,47814,부산광역시 동래구 충렬대로 225,부산광역시 동래구 수안동 552,051-605-0122,정보없음,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",화-일 10:00-19:00,N,N,N,Y,N,Y,N,N,Y,N,Y,2022-11-25
동백유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,부산광역시,해운대구,우동,,708-3 번지,동백로,99 번,35.15362117,129.152293,48100,부산광역시 해운대구 동백로 99,부산광역시 해운대구 우동 708-3,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,N,N,N,Y,Y,Y,N,N,2022-11-25
동의대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,부산진구,가야동,,467 번지,엄광로,176 번,35.14431845,129.03631,47340,부산광역시 부산진구 엄광로 176,부산광역시 부산진구 가야동 467,051-890-1743,www.deu.ac.kr/www/content/98,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",평일 :09:30 ∼ 16:30,N,Y,N,Y,N,Y,Y,Y,Y,N,N,2022-11-25
디오티미술관,,전시/공연,전시/기념관,미술관,부산광역시,금정구,장전동,,503-44 번지,금샘로,35 번,35.22888083,129.076773,46240,부산광역시 금정구 금샘로 35,부산광역시 금정구 장전동 503-44,051-518-8480,dotmuseum.co.kr/,blog.naver.com/art_dot,정보없음,instagram.com/dot_museum,"매주 일요일, 월요일, 공휴일",11:00-18:00,Y,N,Y,Y,N,N,N,N,N,N,N,2022-11-25
디코소극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,수영구,남천동,,556-23 번지,황령대로,493 번,35.13829334,129.107913,48313,부산광역시 수영구 황령대로 493,부산광역시 수영구 남천동 556-23,070-7886-8232,cafe.naver.com/dicotheater,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,Y,N,N,Y,N,N,N,N,N,2022-11-25
런닝맨,부산점,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,부산진구,부전동,,227-2 번지,중앙대로,672 번,35.15300622,129.059606,47296,부산광역시 부산진구 중앙대로 672,부산광역시 부산진구 부전동 227-2,051-520-3636,정보없음,정보없음,정보없음,정보없음,정보없음,매일 11:00-20:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
레더애,,전시/공연,영화/연극/공연,N,부산광역시,사하구,괴정동,,486-1 번지,괴정로,272 번,35.09670819,128.990976,49388,부산광역시 사하구 괴정로 272,부산광역시 사하구 괴정동 486-1,,정보없음,blog.naver.com/clickmihee,정보없음,www.instagram.com/leather_craft_tool,공휴일,"평일 10:00-18:00,매일 13:00-14:00 점심시간으로 자리비움,토요일 11:00-16:00",N,N,N,N,N,N,N,N,Y,N,N,2022-11-25
레몬트리소극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,수영구,남천동,,69-6 번지,수영로,421-1 번,35.14371269,129.108965,48316,부산광역시 수영구 수영로 421-1,부산광역시 수영구 남천동 69-6,051-626-0116,정보없음,정보없음,정보없음,정보없음,공연별 상이,공연에따라 변동,N,N,Y,N,N,N,N,N,N,N,N,2022-11-25
록봉어린이민속교육박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,강서구,천성동,,813 번지,가덕해안로,741 번,35.03152966,128.813583,46770,부산광역시 강서구 가덕해안로 741,부산광역시 강서구 천성동 813,051-892-5997,정보없음,정보없음,정보없음,정보없음,매주 월요일,매일 10:00-18:00(17:00까지 입장),Y,N,Y,N,N,N,N,N,N,N,N,2022-11-25
롯데몰동부산점가족썰매장,,레저/체육/공원,대형레저시설,눈썰매장,부산광역시,기장군,기장읍,당사리,524 번지,기장해안로,147 번,35.1922145,129.21278,46084,부산광역시 기장군 기장읍 기장해안로 147,부산광역시 기장군 기장읍 당사리 524,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
롯데백화점동래점문화센터,동래점,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,동래구,온천동,,502-3 번지,중앙대로,1393 번,35.21170799,129.07748,47727,부산광역시 동래구 중앙대로 1393,부산광역시 동래구 온천동 502-3,051-668-2351,culture.lotteshopping.com/information/branch.do?strCd=0016,정보없음,정보없음,정보없음,백화점 휴점일,10:30-19:00,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,2022-11-25
롯데월드어드벤처,부산,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,기장군,기장읍,시랑리,348-63 번지,,,35.19565879,129.213746,46083,,부산광역시 기장군 기장읍 시랑리 348-63,1661-2000,adventure.lotteworld.com/kor/main/index.do,정보없음,www.facebook.com/happylotteworld,www.instagram.com/happylotteworld/,정보없음,"일-목 10:00-21:00,금,토 10:00-22:00",Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-25
루나요트,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,0507-1400-3394,lunayachts.com/,정보없음,정보없음,정보없음,연중무휴,"매일,10:00-22:00",Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
루트아르떼아트홀,,전시/공연,영화/연극/공연,N,부산광역시,동래구,온천동,,425-26 번지,동래로,3 번,35.21395501,129.077154,47715,부산광역시 동래구 동래로 3,부산광역시 동래구 온천동 425-26,0507-1358-1221,정보없음,정보없음,정보없음,정보없음,연중무휴,24시간 운영,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2022-11-25
리더스마이스,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1514 번지,APEC로,17 번,35.16593245,129.132412,48060,부산광역시 해운대구 APEC로 17,부산광역시 해운대구 우동 1514,051-745-8141,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
린보,,전시/공연,영화/연극/공연,N,부산광역시,해운대구,중동,,1484-1 번지,달맞이길117번라길,106 번,35.16247346,129.182966,48115,부산광역시 해운대구 달맞이길117번라길 106,부산광역시 해운대구 중동 1484-1,0507-1309-2983,정보없음,정보없음,정보없음,정보없음,"매주 월요일, 화요일, 공휴일",10:00-18:00,N,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
마인드휘트니스,부산명지점,레저/체육/공원,대형체육시설,N,부산광역시,강서구,명지동,,3586-4 번지,명지국제8로10번길,38 번,35.09440044,128.903451,46726,부산광역시 강서구 명지국제8로10번길 38,부산광역시 강서구 명지동 3586-4,0507-1376-0797,정보없음,blog.naver.com/mindfitness17,정보없음,www.instagram.com/mindfitness_busanmyeongji/,"매달 2, 4번째 일요일","주중 06:00-23:50,토요일 08:00-20:00",Y,N,Y,Y,N,N,Y,Y,N,Y,N,2022-11-25
맥도생태공원야구장,,레저/체육/공원,대형체육시설,지역야구장,부산광역시,강서구,대저2동,,1200-33 번지,,,35.149009,128.954567,46719,,부산광역시 강서구 대저2동 1200-33,051-310-6028,www.busan.go.kr/,정보없음,정보없음,정보없음,정보없음,"4월-9월 09:00-18:00, 10월-3월 08:00-17:00",Y,N,N,N,N,Y,Y,Y,Y,N,N,2022-11-25
